PassengerId,Age,Survived,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
594,,0,False,False,True,True,False,False,True,False
595,37.0,0,False,True,False,False,True,False,False,True
596,36.0,0,False,False,True,False,True,False,False,True
597,,1,False,True,False,True,False,False,False,True
598,49.0,0,False,False,True,False,True,False,False,True
599,,0,False,False,True,False,True,True,False,False
600,49.0,1,True,False,False,False,True,True,False,False
601,24.0,1,False,True,False,True,False,False,False,True
602,,0,False,False,True,False,True,False,False,True
603,,0,True,False,False,False,True,False,False,True
604,44.0,0,False,False,True,False,True,False,False,True
605,35.0,1,True,False,False,False,True,True,False,False
606,36.0,0,False,False,True,False,True,False,False,True
607,30.0,0,False,False,True,False,True,False,False,True
608,27.0,1,True,False,False,False,True,False,False,True
609,22.0,1,False,True,False,True,False,True,False,False
610,40.0,1,True,False,False,True,False,False,False,True
611,39.0,0,False,False,True,True,False,False,False,True
612,,0,False,False,True,False,True,False,False,True
613,,1,False,False,True,True,False,False,True,False
614,,0,False,False,True,False,True,False,True,False
615,35.0,0,False,False,True,False,True,False,False,True
616,24.0,1,False,True,False,True,False,False,False,True
617,34.0,0,False,False,True,False,True,False,False,True
618,26.0,0,False,False,True,True,False,False,False,True
619,4.0,1,False,True,False,True,False,False,False,True
620,26.0,0,False,True,False,False,True,False,False,True
621,27.0,0,False,False,True,False,True,True,False,False
622,42.0,1,True,False,False,False,True,False,False,True
623,20.0,1,False,False,True,False,True,True,False,False
624,21.0,0,False,False,True,False,True,False,False,True
625,21.0,0,False,False,True,False,True,False,False,True
626,61.0,0,True,False,False,False,True,False,False,True
627,57.0,0,False,True,False,False,True,False,True,False
628,21.0,1,True,False,False,True,False,False,False,True
629,26.0,0,False,False,True,False,True,False,False,True
630,,0,False,False,True,False,True,False,True,False
631,80.0,1,True,False,False,False,True,False,False,True
632,51.0,0,False,False,True,False,True,False,False,True
633,32.0,1,True,False,False,False,True,True,False,False
634,,0,True,False,False,False,True,False,False,True
635,9.0,0,False,False,True,True,False,False,False,True
636,28.0,1,False,True,False,True,False,False,False,True
637,32.0,0,False,False,True,False,True,False,False,True
638,31.0,0,False,True,False,False,True,False,False,True
639,41.0,0,False,False,True,True,False,False,False,True
640,,0,False,False,True,False,True,False,False,True
641,20.0,0,False,False,True,False,True,False,False,True
642,24.0,1,True,False,False,True,False,True,False,False
643,2.0,0,False,False,True,True,False,False,False,True
644,,1,False,False,True,False,True,False,False,True
645,0.75,1,False,False,True,True,False,True,False,False
646,48.0,1,True,False,False,False,True,True,False,False
647,19.0,0,False,False,True,False,True,False,False,True
648,56.0,1,True,False,False,False,True,True,False,False
649,,0,False,False,True,False,True,False,False,True
650,23.0,1,False,False,True,True,False,False,False,True
651,,0,False,False,True,False,True,False,False,True
652,18.0,1,False,True,False,True,False,False,False,True
653,21.0,0,False,False,True,False,True,False,False,True
654,,1,False,False,True,True,False,False,True,False
655,18.0,0,False,False,True,True,False,False,True,False
656,24.0,0,False,True,False,False,True,False,False,True
657,,0,False,False,True,False,True,False,False,True
658,32.0,0,False,False,True,True,False,False,True,False
659,23.0,0,False,True,False,False,True,False,False,True
660,58.0,0,True,False,False,False,True,True,False,False
661,50.0,1,True,False,False,False,True,False,False,True
662,40.0,0,False,False,True,False,True,True,False,False
663,47.0,0,True,False,False,False,True,False,False,True
664,36.0,0,False,False,True,False,True,False,False,True
665,20.0,1,False,False,True,False,True,False,False,True
666,32.0,0,False,True,False,False,True,False,False,True
667,25.0,0,False,True,False,False,True,False,False,True
668,,0,False,False,True,False,True,False,False,True
669,43.0,0,False,False,True,False,True,False,False,True
670,,1,True,False,False,True,False,False,False,True
671,40.0,1,False,True,False,True,False,False,False,True
672,31.0,0,True,False,False,False,True,False,False,True
673,70.0,0,False,True,False,False,True,False,False,True
674,31.0,1,False,True,False,False,True,False,False,True
675,,0,False,True,False,False,True,False,False,True
676,18.0,0,False,False,True,False,True,False,False,True
677,24.5,0,False,False,True,False,True,False,False,True
678,18.0,1,False,False,True,True,False,False,False,True
679,43.0,0,False,False,True,True,False,False,False,True
680,36.0,1,True,False,False,False,True,True,False,False
681,,0,False,False,True,True,False,False,True,False
682,27.0,1,True,False,False,False,True,True,False,False
683,20.0,0,False,False,True,False,True,False,False,True
684,14.0,0,False,False,True,False,True,False,False,True
685,60.0,0,False,True,False,False,True,False,False,True
686,25.0,0,False,True,False,False,True,True,False,False
687,14.0,0,False,False,True,False,True,False,False,True
688,19.0,0,False,False,True,False,True,False,False,True
689,18.0,0,False,False,True,False,True,False,False,True
690,15.0,1,True,False,False,True,False,False,False,True
691,31.0,1,True,False,False,False,True,False,False,True
692,4.0,1,False,False,True,True,False,True,False,False
693,,1,False,False,True,False,True,False,False,True
694,25.0,0,False,False,True,False,True,True,False,False
695,60.0,0,True,False,False,False,True,False,False,True
696,52.0,0,False,True,False,False,True,False,False,True
697,44.0,0,False,False,True,False,True,False,False,True
698,,1,False,False,True,True,False,False,True,False
699,49.0,0,True,False,False,False,True,True,False,False
700,42.0,0,False,False,True,False,True,False,False,True
701,18.0,1,True,False,False,True,False,True,False,False
702,35.0,1,True,False,False,False,True,False,False,True
703,18.0,0,False,False,True,True,False,True,False,False
704,25.0,0,False,False,True,False,True,False,True,False
705,26.0,0,False,False,True,False,True,False,False,True
706,39.0,0,False,True,False,False,True,False,False,True
707,45.0,1,False,True,False,True,False,False,False,True
708,42.0,1,True,False,False,False,True,False,False,True
709,22.0,1,True,False,False,True,False,False,False,True
710,,1,False,False,True,False,True,True,False,False
711,24.0,1,True,False,False,True,False,True,False,False
712,,0,True,False,False,False,True,False,False,True
713,48.0,1,True,False,False,False,True,False,False,True
714,29.0,0,False,False,True,False,True,False,False,True
715,52.0,0,False,True,False,False,True,False,False,True
716,19.0,0,False,False,True,False,True,False,False,True
717,38.0,1,True,False,False,True,False,True,False,False
718,27.0,1,False,True,False,True,False,False,False,True
719,,0,False,False,True,False,True,False,True,False
720,33.0,0,False,False,True,False,True,False,False,True
721,6.0,1,False,True,False,True,False,False,False,True
722,17.0,0,False,False,True,False,True,False,False,True
723,34.0,0,False,True,False,False,True,False,False,True
724,50.0,0,False,True,False,False,True,False,False,True
725,27.0,1,True,False,False,False,True,False,False,True
726,20.0,0,False,False,True,False,True,False,False,True
727,30.0,1,False,True,False,True,False,False,False,True
728,,1,False,False,True,True,False,False,True,False
729,25.0,0,False,True,False,False,True,False,False,True
730,25.0,0,False,False,True,True,False,False,False,True
731,29.0,1,True,False,False,True,False,False,False,True
732,11.0,0,False,False,True,False,True,True,False,False
733,,0,False,True,False,False,True,False,False,True
734,23.0,0,False,True,False,False,True,False,False,True
735,23.0,0,False,True,False,False,True,False,False,True
736,28.5,0,False,False,True,False,True,False,False,True
737,48.0,0,False,False,True,True,False,False,False,True
738,35.0,1,True,False,False,False,True,True,False,False
739,,0,False,False,True,False,True,False,False,True
740,,0,False,False,True,False,True,False,False,True
741,,1,True,False,False,False,True,False,False,True
742,36.0,0,True,False,False,False,True,False,False,True
743,21.0,1,True,False,False,True,False,True,False,False
744,24.0,0,False,False,True,False,True,False,False,True
745,31.0,1,False,False,True,False,True,False,False,True
746,70.0,0,True,False,False,False,True,False,False,True
747,16.0,0,False,False,True,False,True,False,False,True
748,30.0,1,False,True,False,True,False,False,False,True
749,19.0,0,True,False,False,False,True,False,False,True
750,31.0,0,False,False,True,False,True,False,True,False
751,4.0,1,False,True,False,True,False,False,False,True
752,6.0,1,False,False,True,False,True,False,False,True
753,33.0,0,False,False,True,False,True,False,False,True
754,23.0,0,False,False,True,False,True,False,False,True
755,48.0,1,False,True,False,True,False,False,False,True
756,0.67,1,False,True,False,False,True,False,False,True
757,28.0,0,False,False,True,False,True,False,False,True
758,18.0,0,False,True,False,False,True,False,False,True
759,34.0,0,False,False,True,False,True,False,False,True
760,33.0,1,True,False,False,True,False,False,False,True
761,,0,False,False,True,False,True,False,False,True
762,41.0,0,False,False,True,False,True,False,False,True
763,20.0,1,False,False,True,False,True,True,False,False
764,36.0,1,True,False,False,True,False,False,False,True
765,16.0,0,False,False,True,False,True,False,False,True
766,51.0,1,True,False,False,True,False,False,False,True
767,,0,True,False,False,False,True,True,False,False
768,30.5,0,False,False,True,True,False,False,True,False
769,,0,False,False,True,False,True,False,True,False
770,32.0,0,False,False,True,False,True,False,False,True
771,24.0,0,False,False,True,False,True,False,False,True
772,48.0,0,False,False,True,False,True,False,False,True
773,57.0,0,False,True,False,True,False,False,False,True
774,,0,False,False,True,False,True,True,False,False
775,54.0,1,False,True,False,True,False,False,False,True
776,18.0,0,False,False,True,False,True,False,False,True
777,,0,False,False,True,False,True,False,True,False
778,5.0,1,False,False,True,True,False,False,False,True
779,,0,False,False,True,False,True,False,True,False
780,43.0,1,True,False,False,True,False,False,False,True
781,13.0,1,False,False,True,True,False,True,False,False
782,17.0,1,True,False,False,True,False,False,False,True
783,29.0,0,True,False,False,False,True,False,False,True
784,,0,False,False,True,False,True,False,False,True
785,25.0,0,False,False,True,False,True,False,False,True
786,25.0,0,False,False,True,False,True,False,False,True
787,18.0,1,False,False,True,True,False,False,False,True
788,8.0,0,False,False,True,False,True,False,True,False
789,1.0,1,False,False,True,False,True,False,False,True
790,46.0,0,True,False,False,False,True,True,False,False
791,,0,False,False,True,False,True,False,True,False
792,16.0,0,False,True,False,False,True,False,False,True
793,,0,False,False,True,True,False,False,False,True
794,,0,True,False,False,False,True,True,False,False
795,25.0,0,False,False,True,False,True,False,False,True
796,39.0,0,False,True,False,False,True,False,False,True
797,49.0,1,True,False,False,True,False,False,False,True
798,31.0,1,False,False,True,True,False,False,False,True
799,30.0,0,False,False,True,False,True,True,False,False
800,30.0,0,False,False,True,True,False,False,False,True
801,34.0,0,False,True,False,False,True,False,False,True
802,31.0,1,False,True,False,True,False,False,False,True
803,11.0,1,True,False,False,False,True,False,False,True
804,0.42,1,False,False,True,False,True,True,False,False
805,27.0,1,False,False,True,False,True,False,False,True
806,31.0,0,False,False,True,False,True,False,False,True
807,39.0,0,True,False,False,False,True,False,False,True
808,18.0,0,False,False,True,True,False,False,False,True
809,39.0,0,False,True,False,False,True,False,False,True
810,33.0,1,True,False,False,True,False,False,False,True
811,26.0,0,False,False,True,False,True,False,False,True
812,39.0,0,False,False,True,False,True,False,False,True
813,35.0,0,False,True,False,False,True,False,False,True
814,6.0,0,False,False,True,True,False,False,False,True
815,30.5,0,False,False,True,False,True,False,False,True
816,,0,True,False,False,False,True,False,False,True
817,23.0,0,False,False,True,True,False,False,False,True
818,31.0,0,False,True,False,False,True,True,False,False
819,43.0,0,False,False,True,False,True,False,False,True
820,10.0,0,False,False,True,False,True,False,False,True
821,52.0,1,True,False,False,True,False,False,False,True
822,27.0,1,False,False,True,False,True,False,False,True
823,38.0,0,True,False,False,False,True,False,False,True
824,27.0,1,False,False,True,True,False,False,False,True
825,2.0,0,False,False,True,False,True,False,False,True
826,,0,False,False,True,False,True,False,True,False
827,,0,False,False,True,False,True,False,False,True
828,1.0,1,False,True,False,False,True,True,False,False
829,,1,False,False,True,False,True,False,True,False
830,62.0,1,True,False,False,True,False,False,False,False
831,15.0,1,False,False,True,True,False,True,False,False
832,0.83,1,False,True,False,False,True,False,False,True
833,,0,False,False,True,False,True,True,False,False
834,23.0,0,False,False,True,False,True,False,False,True
835,18.0,0,False,False,True,False,True,False,False,True
836,39.0,1,True,False,False,True,False,True,False,False
837,21.0,0,False,False,True,False,True,False,False,True
838,,0,False,False,True,False,True,False,False,True
839,32.0,1,False,False,True,False,True,False,False,True
840,,1,True,False,False,False,True,True,False,False
841,20.0,0,False,False,True,False,True,False,False,True
842,16.0,0,False,True,False,False,True,False,False,True
843,30.0,1,True,False,False,True,False,True,False,False
844,34.5,0,False,False,True,False,True,True,False,False
845,17.0,0,False,False,True,False,True,False,False,True
846,42.0,0,False,False,True,False,True,False,False,True
847,,0,False,False,True,False,True,False,False,True
848,35.0,0,False,False,True,False,True,True,False,False
849,28.0,0,False,True,False,False,True,False,False,True
850,,1,True,False,False,True,False,True,False,False
851,4.0,0,False,False,True,False,True,False,False,True
852,74.0,0,False,False,True,False,True,False,False,True
853,9.0,0,False,False,True,True,False,True,False,False
854,16.0,1,True,False,False,True,False,False,False,True
855,44.0,0,False,True,False,True,False,False,False,True
856,18.0,1,False,False,True,True,False,False,False,True
857,45.0,1,True,False,False,True,False,False,False,True
858,51.0,1,True,False,False,False,True,False,False,True
859,24.0,1,False,False,True,True,False,True,False,False
860,,0,False,False,True,False,True,True,False,False
861,41.0,0,False,False,True,False,True,False,False,True
862,21.0,0,False,True,False,False,True,False,False,True
863,48.0,1,True,False,False,True,False,False,False,True
864,,0,False,False,True,True,False,False,False,True
865,24.0,0,False,True,False,False,True,False,False,True
866,42.0,1,False,True,False,True,False,False,False,True
867,27.0,1,False,True,False,True,False,True,False,False
868,31.0,0,True,False,False,False,True,False,False,True
869,,0,False,False,True,False,True,False,False,True
870,4.0,1,False,False,True,False,True,False,False,True
871,26.0,0,False,False,True,False,True,False,False,True
872,47.0,1,True,False,False,True,False,False,False,True
873,33.0,0,True,False,False,False,True,False,False,True
874,47.0,0,False,False,True,False,True,False,False,True
875,28.0,1,False,True,False,True,False,True,False,False
876,15.0,1,False,False,True,True,False,True,False,False
877,20.0,0,False,False,True,False,True,False,False,True
878,19.0,0,False,False,True,False,True,False,False,True
879,,0,False,False,True,False,True,False,False,True
880,56.0,1,True,False,False,True,False,True,False,False
881,25.0,1,False,True,False,True,False,False,False,True
882,33.0,0,False,False,True,False,True,False,False,True
883,22.0,0,False,False,True,True,False,False,False,True
884,28.0,0,False,True,False,False,True,False,False,True
885,25.0,0,False,False,True,False,True,False,False,True
886,39.0,0,False,False,True,True,False,False,True,False
887,27.0,0,False,True,False,False,True,False,False,True
888,19.0,1,True,False,False,True,False,False,False,True
889,,0,False,False,True,True,False,False,False,True
890,26.0,1,True,False,False,False,True,True,False,False
891,32.0,0,False,False,True,False,True,False,True,False
